date,restaurant_type,menu_item_name,meal_type,weather_condition,typical_ingredient_cost,actual_selling_price,quantity_sold,has_promotion,special_event,waste_quantity,waste_ratio,day_of_week,month,quarter,week_of_year,is_weekend,menu_item_name_enc,meal_type_enc,weather_condition_enc
2024-01-04,Food Stall,Nasi Lemak,Lunch,Sunny,2.5,7.52,605,0,0,58,0.0959,3,1,1,1,0,6,2,2
2024-01-04,Food Stall,Roti Canai,Breakfast,Cloudy,0.8,2.21,435,0,0,21,0.0483,3,1,1,1,0,7,0,0
2024-01-04,Food Stall,Tandoori Chicken,Dinner,Sunny,7.0,24.1,354,0,0,30,0.0847,3,1,1,1,0,8,1,2
2024-01-04,Food Stall,Teh Tarik,Breakfast,Sunny,0.9,2.81,497,0,0,39,0.0785,3,1,1,1,0,9,0,2
2024-01-04,Food Stall,Teh Tarik,Lunch,Sunny,0.9,2.43,506,0,0,41,0.081,3,1,1,1,0,9,2,2
2024-01-05,Food Stall,Cendol,Lunch,Rainy,2.0,7.59,35,0,0,5,0.1429,4,1,1,1,0,1,2,1
2024-01-05,Food Stall,Char Kway Teow,Dinner,Sunny,5.0,22.36,42,0,0,3,0.0714,4,1,1,1,0,2,1,2
2024-01-05,Food Stall,Kaya Toast Set,Breakfast,Cloudy,2.8,8.25,1006,1,0,26,0.0258,4,1,1,1,0,4,0,0
2024-01-05,Food Stall,Laksa,Lunch,Sunny,4.5,16.21,53,0,0,5,0.0943,4,1,1,1,0,5,2,2
2024-01-05,Food Stall,Roti Canai,Dinner,Sunny,0.8,2.52,721,0,0,48,0.0666,4,1,1,1,0,7,1,2
2024-01-05,Food Stall,Tandoori Chicken,Dinner,Cloudy,7.0,24.16,59,0,0,7,0.1186,4,1,1,1,0,8,1,0
2024-01-05,Food Stall,Teh Tarik,Breakfast,Rainy,0.9,3.16,309,0,0,29,0.0939,4,1,1,1,0,9,0,1
2024-01-06,Food Stall,Cendol,Dinner,Rainy,2.0,3.6,599,1,0,75,0.1252,5,1,1,1,1,1,1,1
2024-01-06,Food Stall,Cendol,Lunch,Cloudy,2.0,6.81,395,0,1,41,0.1038,5,1,1,1,1,1,2,0
2024-01-06,Food Stall,Cendol,Lunch,Rainy,2.0,6.32,337,0,0,55,0.1632,5,1,1,1,1,1,2,1
2024-01-06,Food Stall,Chicken Rice,Lunch,Sunny,4.0,12.4,230,0,0,12,0.0522,5,1,1,1,1,3,2,2
2024-01-06,Food Stall,Kaya Toast Set,Breakfast,Sunny,2.8,6.56,1330,1,0,46,0.0346,5,1,1,1,1,4,0,2
2024-01-06,Food Stall,Laksa,Lunch,Rainy,4.5,15.8,68,0,0,8,0.1176,5,1,1,1,1,5,2,1
2024-01-06,Food Stall,Roti Canai,Breakfast,Sunny,0.8,2.35,610,0,0,24,0.0393,5,1,1,1,1,7,0,2
2024-01-06,Food Stall,Roti Canai,Dinner,Sunny,0.8,2.11,407,0,0,14,0.0344,5,1,1,1,1,7,1,2
2024-01-06,Food Stall,Tandoori Chicken,Dinner,Sunny,7.0,21.77,490,1,0,38,0.0776,5,1,1,1,1,8,1,2
2024-01-06,Food Stall,Teh Tarik,Breakfast,Sunny,0.9,2.57,896,0,0,79,0.0882,5,1,1,1,1,9,0,2
2024-01-06,Food Stall,Teh Tarik,Dinner,Sunny,0.9,2.87,551,0,0,35,0.0635,5,1,1,1,1,9,1,2
2024-01-07,Food Stall,Cendol,Lunch,Cloudy,2.0,6.33,361,0,0,50,0.1385,6,1,1,1,1,1,2,0
2024-01-07,Food Stall,Char Kway Teow,Dinner,Cloudy,5.0,19.51,165,0,0,13,0.0788,6,1,1,1,1,2,1,0
2024-01-07,Food Stall,Char Kway Teow,Dinner,Rainy,5.0,13.04,252,1,0,26,0.1032,6,1,1,1,1,2,1,1
2024-01-07,Food Stall,Kaya Toast Set,Breakfast,Rainy,2.8,7.03,1180,1,1,50,0.0424,6,1,1,1,1,4,0,1
2024-01-07,Food Stall,Kaya Toast Set,Breakfast,Sunny,2.8,9.21,500,0,0,15,0.03,6,1,1,1,1,4,0,2
2024-01-07,Food Stall,Roti Canai,Breakfast,Sunny,0.8,2.38,1073,0,0,63,0.0587,6,1,1,1,1,7,0,2
2024-01-07,Food Stall,Roti Canai,Dinner,Rainy,0.8,2.55,265,0,0,15,0.0566,6,1,1,1,1,7,1,1
2024-01-07,Food Stall,Tandoori Chicken,Dinner,Sunny,7.0,17.54,300,1,0,27,0.09,6,1,1,1,1,8,1,2
2024-01-07,Food Stall,Teh Tarik,Breakfast,Cloudy,0.9,2.78,743,0,0,56,0.0754,6,1,1,1,1,9,0,0
2024-01-08,Food Stall,Cendol,Dinner,Sunny,2.0,6.93,288,0,0,29,0.1007,0,1,1,2,0,1,1,2
2024-01-08,Food Stall,Laksa,Lunch,Cloudy,4.5,13.88,142,0,0,14,0.0986,0,1,1,2,0,5,2,0
2024-01-08,Food Stall,Roti Canai,Breakfast,Cloudy,0.8,2.35,564,0,0,22,0.039,0,1,1,2,0,7,0,0
2024-01-08,Food Stall,Roti Canai,Dinner,Rainy,0.8,2.91,85,0,0,6,0.0706,0,1,1,2,0,7,1,1
2024-01-08,Food Stall,Tandoori Chicken,Dinner,Sunny,7.0,23.62,207,1,0,15,0.0725,0,1,1,2,0,8,1,2
2024-01-08,Food Stall,Teh Tarik,Breakfast,Sunny,0.9,2.24,1545,1,0,104,0.0673,0,1,1,2,0,9,0,2
2024-01-09,Food Stall,Cendol,Dinner,Sunny,2.0,8.0,203,0,0,22,0.1084,1,1,1,2,0,1,1,2
2024-01-09,Food Stall,Cendol,Lunch,Cloudy,2.0,6.69,131,0,0,14,0.1069,1,1,1,2,0,1,2,0
2024-01-09,Food Stall,Cendol,Lunch,Rainy,2.0,8.5,106,0,1,14,0.1321,1,1,1,2,0,1,2,1
2024-01-09,Food Stall,Cendol,Lunch,Sunny,2.0,7.34,283,0,0,38,0.1343,1,1,1,2,0,1,2,2
2024-01-09,Food Stall,Char Kway Teow,Lunch,Rainy,5.0,19.51,25,0,0,3,0.12,1,1,1,2,0,2,2,1
2024-01-09,Food Stall,Kaya Toast Set,Breakfast,Sunny,2.8,5.02,553,1,0,15,0.0271,1,1,1,2,0,4,0,2
2024-01-09,Food Stall,Nasi Lemak,Lunch,Sunny,2.5,11.47,109,0,0,8,0.0734,1,1,1,2,0,6,2,2
2024-01-10,Food Stall,Beef Rendang,Dinner,Sunny,9.0,41.29,96,0,0,7,0.0729,2,1,1,2,0,0,1,2
2024-01-10,Food Stall,Char Kway Teow,Lunch,Sunny,5.0,13.68,257,0,0,20,0.0778,2,1,1,2,0,2,2,2
2024-01-10,Food Stall,Kaya Toast Set,Breakfast,Cloudy,2.8,7.12,923,1,0,33,0.0358,2,1,1,2,0,4,0,0
2024-01-10,Food Stall,Kaya Toast Set,Breakfast,Sunny,2.8,8.38,723,0,0,34,0.047,2,1,1,2,0,4,0,2
2024-01-10,Food Stall,Laksa,Lunch,Cloudy,4.5,16.01,189,0,0,20,0.1058,2,1,1,2,0,5,2,0
2024-01-10,Food Stall,Laksa,Lunch,Sunny,4.5,14.68,179,0,0,16,0.0894,2,1,1,2,0,5,2,2
2024-01-10,Food Stall,Roti Canai,Dinner,Cloudy,0.8,2.8,353,0,0,21,0.0595,2,1,1,2,0,7,1,0
2024-01-10,Food Stall,Teh Tarik,Breakfast,Cloudy,0.9,2.28,1224,1,1,42,0.0343,2,1,1,2,0,9,0,0
2024-01-11,Food Stall,Cendol,Dinner,Sunny,2.0,6.75,251,0,0,30,0.1195,3,1,1,2,0,1,1,2
2024-01-11,Food Stall,Chicken Rice,Dinner,Sunny,4.0,15.27,22,0,0,2,0.0909,3,1,1,2,0,3,1,2
2024-01-11,Food Stall,Laksa,Lunch,Sunny,4.5,17.49,4,0,0,0,0.0,3,1,1,2,0,5,2,2
2024-01-11,Food Stall,Nasi Lemak,Breakfast,Sunny,2.5,6.71,285,0,0,19,0.0667,3,1,1,2,0,6,0,2
2024-01-11,Food Stall,Nasi Lemak,Lunch,Sunny,2.5,6.04,447,1,0,34,0.0761,3,1,1,2,0,6,2,2
2024-01-11,Food Stall,Roti Canai,Breakfast,Sunny,0.8,2.34,311,0,0,13,0.0418,3,1,1,2,0,7,0,2
2024-01-11,Food Stall,Roti Canai,Dinner,Cloudy,0.8,3.09,144,0,0,4,0.0278,3,1,1,2,0,7,1,0
2024-01-11,Food Stall,Roti Canai,Dinner,Sunny,0.8,1.62,701,1,0,34,0.0485,3,1,1,2,0,7,1,2
2024-01-11,Food Stall,Tandoori Chicken,Dinner,Rainy,7.0,25.71,178,0,0,20,0.1124,3,1,1,2,0,8,1,1
2024-01-11,Food Stall,Teh Tarik,Breakfast,Cloudy,0.9,2.46,461,0,0,40,0.0868,3,1,1,2,0,9,0,0
2024-01-11,Food Stall,Teh Tarik,Breakfast,Sunny,0.9,2.38,630,0,0,56,0.0889,3,1,1,2,0,9,0,2
2024-01-11,Food Stall,Teh Tarik,Dinner,Cloudy,0.9,3.12,312,0,0,27,0.0865,3,1,1,2,0,9,1,0
2024-01-11,Food Stall,Teh Tarik,Dinner,Sunny,0.9,2.76,398,0,0,26,0.0653,3,1,1,2,0,9,1,2
2024-01-12,Food Stall,Beef Rendang,Dinner,Sunny,9.0,29.47,211,0,0,22,0.1043,4,1,1,2,0,0,1,2
2024-01-12,Food Stall,Cendol,Lunch,Sunny,2.0,7.54,229,0,0,26,0.1135,4,1,1,2,0,1,2,2
2024-01-12,Food Stall,Chicken Rice,Dinner,Cloudy,4.0,12.84,192,0,0,11,0.0573,4,1,1,2,0,3,1,0
2024-01-12,Food Stall,Chicken Rice,Dinner,Sunny,4.0,14.81,110,0,0,8,0.0727,4,1,1,2,0,3,1,2
2024-01-12,Food Stall,Chicken Rice,Lunch,Sunny,4.0,11.11,378,0,0,33,0.0873,4,1,1,2,0,3,2,2
2024-01-12,Food Stall,Laksa,Lunch,Cloudy,4.5,14.16,487,1,0,45,0.0924,4,1,1,2,0,5,2,0
2024-01-12,Food Stall,Laksa,Lunch,Sunny,4.5,9.75,387,1,0,34,0.0879,4,1,1,2,0,5,2,2
2024-01-12,Food Stall,Nasi Lemak,Lunch,Rainy,2.5,5.59,380,1,0,26,0.0684,4,1,1,2,0,6,2,1
2024-01-12,Food Stall,Teh Tarik,Breakfast,Sunny,0.9,2.45,593,0,0,44,0.0742,4,1,1,2,0,9,0,2
2024-01-13,Food Stall,Beef Rendang,Dinner,Sunny,9.0,27.84,269,0,0,29,0.1078,5,1,1,2,1,0,1,2
2024-01-13,Food Stall,Cendol,Dinner,Sunny,2.0,6.84,240,0,0,29,0.1208,5,1,1,2,1,1,1,2
2024-01-13,Food Stall,Cendol,Lunch,Cloudy,2.0,7.48,218,0,0,26,0.1193,5,1,1,2,1,1,2,0
2024-01-13,Food Stall,Cendol,Lunch,Sunny,2.0,6.09,298,0,0,39,0.1309,5,1,1,2,1,1,2,2
2024-01-13,Food Stall,Char Kway Teow,Lunch,Sunny,5.0,17.94,125,0,0,12,0.096,5,1,1,2,1,2,2,2
2024-01-13,Food Stall,Chicken Rice,Lunch,Sunny,4.0,8.64,479,1,0,32,0.0668,5,1,1,2,1,3,2,2
2024-01-13,Food Stall,Roti Canai,Breakfast,Cloudy,0.8,2.73,468,0,0,29,0.062,5,1,1,2,1,7,0,0
2024-01-13,Food Stall,Roti Canai,Breakfast,Rainy,0.8,2.67,480,0,0,37,0.0771,5,1,1,2,1,7,0,1
2024-01-13,Food Stall,Roti Canai,Dinner,Cloudy,0.8,2.06,470,0,0,20,0.0426,5,1,1,2,1,7,1,0
2024-01-13,Food Stall,Tandoori Chicken,Dinner,Sunny,7.0,23.06,236,0,0,22,0.0932,5,1,1,2,1,8,1,2
2024-01-13,Food Stall,Teh Tarik,Dinner,Sunny,0.9,2.5,655,0,0,35,0.0534,5,1,1,2,1,9,1,2
2024-01-13,Food Stall,Teh Tarik,Lunch,Rainy,0.9,2.35,1059,1,0,82,0.0774,5,1,1,2,1,9,2,1
2024-01-14,Food Stall,Beef Rendang,Lunch,Rainy,9.0,32.35,79,0,0,8,0.1013,6,1,1,2,1,0,2,1
2024-01-14,Food Stall,Cendol,Lunch,Cloudy,2.0,6.91,176,0,0,22,0.125,6,1,1,2,1,1,2,0
2024-01-14,Food Stall,Cendol,Lunch,Sunny,2.0,5.11,794,1,0,68,0.0856,6,1,1,2,1,1,2,2
2024-01-14,Food Stall,Kaya Toast Set,Breakfast,Rainy,2.8,9.56,456,0,0,15,0.0329,6,1,1,2,1,4,0,1
2024-01-14,Food Stall,Tandoori Chicken,Dinner,Sunny,7.0,24.32,149,0,0,15,0.1007,6,1,1,2,1,8,1,2
2024-01-14,Food Stall,Teh Tarik,Dinner,Sunny,0.9,2.85,675,0,0,48,0.0711,6,1,1,2,1,9,1,2
2024-01-15,Food Stall,Cendol,Dinner,Sunny,2.0,5.67,350,0,0,39,0.1114,0,1,1,3,0,1,1,2
2024-01-15,Food Stall,Char Kway Teow,Dinner,Cloudy,5.0,14.24,362,0,0,33,0.0912,0,1,1,3,0,2,1,0
2024-01-15,Food Stall,Kaya Toast Set,Breakfast,Cloudy,2.8,8.22,578,0,0,28,0.0484,0,1,1,3,0,4,0,0
2024-01-15,Food Stall,Kaya Toast Set,Breakfast,Sunny,2.8,7.97,2345,1,0,95,0.0405,0,1,1,3,0,4,0,2
2024-01-15,Food Stall,Laksa,Lunch,Cloudy,4.5,12.68,294,0,0,27,0.0918,0,1,1,3,0,5,2,0
2024-01-15,Food Stall,Nasi Lemak,Breakfast,Cloudy,2.5,7.57,570,0,0,56,0.0982,0,1,1,3,0,6,0,0
2024-01-15,Food Stall,Roti Canai,Breakfast,Sunny,0.8,2.37,1505,0,1,71,0.0472,0,1,1,3,0,7,0,2
2024-01-15,Food Stall,Tandoori Chicken,Dinner,Sunny,7.0,23.43,178,0,0,18,0.1011,0,1,1,3,0,8,1,2
2024-01-15,Food Stall,Teh Tarik,Breakfast,Cloudy,0.9,2.35,820,0,0,61,0.0744,0,1,1,3,0,9,0,0
2024-01-15,Food Stall,Teh Tarik,Dinner,Cloudy,0.9,1.56,1079,1,0,61,0.0565,0,1,1,3,0,9,1,0
2024-01-16,Food Stall,Beef Rendang,Dinner,Cloudy,9.0,31.23,178,0,0,17,0.0955,1,1,1,3,0,0,1,0
2024-01-16,Food Stall,Beef Rendang,Dinner,Sunny,9.0,32.82,181,0,0,13,0.0718,1,1,1,3,0,0,1,2
2024-01-16,Food Stall,Char Kway Teow,Dinner,Sunny,5.0,18.71,100,0,0,8,0.08,1,1,1,3,0,2,1,2
2024-01-16,Food Stall,Char Kway Teow,Lunch,Sunny,5.0,16.95,179,0,0,17,0.095,1,1,1,3,0,2,2,2
2024-01-16,Food Stall,Kaya Toast Set,Breakfast,Cloudy,2.8,5.45,719,1,0,25,0.0348,1,1,1,3,0,4,0,0
2024-01-16,Food Stall,Kaya Toast Set,Breakfast,Rainy,2.8,10.94,181,0,0,12,0.0663,1,1,1,3,0,4,0,1
2024-01-16,Food Stall,Roti Canai,Breakfast,Cloudy,0.8,2.17,1139,1,0,56,0.0492,1,1,1,3,0,7,0,0
2024-01-16,Food Stall,Roti Canai,Breakfast,Rainy,0.8,2.86,279,0,0,14,0.0502,1,1,1,3,0,7,0,1
2024-01-16,Food Stall,Roti Canai,Breakfast,Sunny,0.8,2.59,576,0,0,19,0.033,1,1,1,3,0,7,0,2
2024-01-16,Food Stall,Roti Canai,Dinner,Sunny,0.8,2.85,159,0,0,9,0.0566,1,1,1,3,0,7,1,2
2024-01-16,Food Stall,Tandoori Chicken,Dinner,Rainy,7.0,26.71,368,0,0,39,0.106,1,1,1,3,0,8,1,1
2024-01-16,Food Stall,Teh Tarik,Breakfast,Sunny,0.9,2.05,1091,1,0,69,0.0632,1,1,1,3,0,9,0,2
2024-01-17,Food Stall,Beef Rendang,Lunch,Sunny,9.0,32.63,107,0,0,9,0.0841,2,1,1,3,0,0,2,2
2024-01-17,Food Stall,Cendol,Dinner,Cloudy,2.0,7.91,91,0,0,13,0.1429,2,1,1,3,0,1,1,0
2024-01-17,Food Stall,Cendol,Dinner,Sunny,2.0,6.86,252,0,0,34,0.1349,2,1,1,3,0,1,1,2
2024-01-17,Food Stall,Chicken Rice,Lunch,Sunny,4.0,15.57,202,0,0,12,0.0594,2,1,1,3,0,3,2,2
2024-01-17,Food Stall,Nasi Lemak,Breakfast,Sunny,2.5,10.06,190,0,0,12,0.0632,2,1,1,3,0,6,0,2
2024-01-17,Food Stall,Roti Canai,Breakfast,Sunny,0.8,2.4,372,0,0,13,0.0349,2,1,1,3,0,7,0,2
2024-01-17,Food Stall,Roti Canai,Dinner,Sunny,0.8,3.16,224,0,0,7,0.0312,2,1,1,3,0,7,1,2
2024-01-17,Food Stall,Teh Tarik,Dinner,Sunny,0.9,3.02,286,0,0,15,0.0524,2,1,1,3,0,9,1,2
2024-01-18,Food Stall,Laksa,Lunch,Cloudy,4.5,8.6,396,1,0,39,0.0985,3,1,1,3,0,5,2,0
2024-01-18,Food Stall,Nasi Lemak,Breakfast,Sunny,2.5,8.16,263,0,0,26,0.0989,3,1,1,3,0,6,0,2
2024-01-18,Food Stall,Roti Canai,Dinner,Sunny,0.8,2.83,126,0,0,6,0.0476,3,1,1,3,0,7,1,2
2024-01-18,Food Stall,Tandoori Chicken,Dinner,Rainy,7.0,24.98,100,0,0,12,0.12,3,1,1,3,0,8,1,1
2024-01-18,Food Stall,Tandoori Chicken,Dinner,Sunny,7.0,24.22,81,1,0,8,0.0988,3,1,1,3,0,8,1,2
2024-01-18,Food Stall,Teh Tarik,Breakfast,Sunny,0.9,2.4,883,0,1,41,0.0464,3,1,1,3,0,9,0,2
2024-01-19,Food Stall,Cendol,Lunch,Sunny,2.0,9.14,122,0,0,15,0.123,4,1,1,3,0,1,2,2
2024-01-19,Food Stall,Char Kway Teow,Dinner,Cloudy,5.0,22.96,103,0,0,10,0.0971,4,1,1,3,0,2,1,0
2024-01-19,Food Stall,Char Kway Teow,Lunch,Sunny,5.0,17.87,161,0,0,16,0.0994,4,1,1,3,0,2,2,2
2024-01-19,Food Stall,Chicken Rice,Dinner,Rainy,4.0,14.4,111,0,0,11,0.0991,4,1,1,3,0,3,1,1
2024-01-19,Food Stall,Kaya Toast Set,Breakfast,Sunny,2.8,7.83,686,0,0,16,0.0233,4,1,1,3,0,4,0,2
2024-01-19,Food Stall,Laksa,Lunch,Cloudy,4.5,16.78,134,0,0,13,0.097,4,1,1,3,0,5,2,0
2024-01-19,Food Stall,Nasi Lemak,Breakfast,Sunny,2.5,7.54,419,0,0,26,0.0621,4,1,1,3,0,6,0,2
2024-01-19,Food Stall,Nasi Lemak,Lunch,Rainy,2.5,5.32,650,1,0,57,0.0877,4,1,1,3,0,6,2,1
2024-01-19,Food Stall,Roti Canai,Breakfast,Cloudy,0.8,2.54,431,0,0,21,0.0487,4,1,1,3,0,7,0,0
2024-01-19,Food Stall,Roti Canai,Dinner,Sunny,0.8,1.77,438,1,0,25,0.0571,4,1,1,3,0,7,1,2
2024-01-19,Food Stall,Teh Tarik,Dinner,Sunny,0.9,2.52,321,0,0,21,0.0654,4,1,1,3,0,9,1,2
2024-01-20,Food Stall,Char Kway Teow,Dinner,Cloudy,5.0,16.43,396,0,0,34,0.0859,5,1,1,3,1,2,1,0
2024-01-20,Food Stall,Kaya Toast Set,Breakfast,Cloudy,2.8,7.28,1291,1,0,60,0.0465,5,1,1,3,1,4,0,0
2024-01-20,Food Stall,Kaya Toast Set,Breakfast,Rainy,2.8,7.47,451,0,0,31,0.0687,5,1,1,3,1,4,0,1
2024-01-20,Food Stall,Laksa,Lunch,Rainy,4.5,13.96,352,0,0,51,0.1449,5,1,1,3,1,5,2,1
2024-01-20,Food Stall,Laksa,Lunch,Sunny,4.5,12.26,308,0,0,34,0.1104,5,1,1,3,1,5,2,2
2024-01-20,Food Stall,Roti Canai,Breakfast,Sunny,0.8,2.05,723,0,0,33,0.0456,5,1,1,3,1,7,0,2
2024-01-20,Food Stall,Roti Canai,Dinner,Sunny,0.8,2.32,823,0,0,27,0.0328,5,1,1,3,1,7,1,2
2024-01-20,Food Stall,Tandoori Chicken,Dinner,Rainy,7.0,17.14,374,1,0,44,0.1176,5,1,1,3,1,8,1,1
2024-01-20,Food Stall,Tandoori Chicken,Dinner,Sunny,7.0,30.13,50,0,0,5,0.1,5,1,1,3,1,8,1,2
2024-01-20,Food Stall,Teh Tarik,Lunch,Cloudy,0.9,3.08,678,0,0,45,0.0664,5,1,1,3,1,9,2,0
2024-01-21,Food Stall,Cendol,Dinner,Sunny,2.0,4.27,409,1,0,38,0.0929,6,1,1,3,1,1,1,2
2024-01-21,Food Stall,Cendol,Lunch,Cloudy,2.0,5.75,326,0,0,44,0.135,6,1,1,3,1,1,2,0
2024-01-21,Food Stall,Chicken Rice,Lunch,Sunny,4.0,13.48,210,0,0,12,0.0571,6,1,1,3,1,3,2,2
2024-01-21,Food Stall,Roti Canai,Breakfast,Sunny,0.8,2.35,506,0,0,35,0.0692,6,1,1,3,1,7,0,2
2024-01-21,Food Stall,Tandoori Chicken,Dinner,Sunny,7.0,27.94,510,0,0,41,0.0804,6,1,1,3,1,8,1,2
2024-01-21,Food Stall,Teh Tarik,Lunch,Cloudy,0.9,2.16,1193,1,0,93,0.078,6,1,1,3,1,9,2,0
2024-01-22,Food Stall,Beef Rendang,Dinner,Sunny,9.0,20.66,325,1,0,26,0.08,0,1,1,4,0,0,1,2
2024-01-22,Food Stall,Beef Rendang,Lunch,Cloudy,9.0,20.14,349,1,0,32,0.0917,0,1,1,4,0,0,2,0
2024-01-22,Food Stall,Cendol,Dinner,Cloudy,2.0,6.89,260,0,0,26,0.1,0,1,1,4,0,1,1,0
2024-01-22,Food Stall,Kaya Toast Set,Breakfast,Sunny,2.8,6.38,817,1,0,21,0.0257,0,1,1,4,0,4,0,2
2024-01-22,Food Stall,Nasi Lemak,Breakfast,Sunny,2.5,5.28,566,1,0,49,0.0866,0,1,1,4,0,6,0,2
2024-01-22,Food Stall,Tandoori Chicken,Dinner,Cloudy,7.0,28.0,92,0,0,11,0.1196,0,1,1,4,0,8,1,0
2024-01-22,Food Stall,Tandoori Chicken,Dinner,Rainy,7.0,18.76,284,1,0,30,0.1056,0,1,1,4,0,8,1,1
2024-01-22,Food Stall,Teh Tarik,Lunch,Sunny,0.9,2.9,270,0,0,20,0.0741,0,1,1,4,0,9,2,2
2024-01-23,Food Stall,Chicken Rice,Lunch,Sunny,4.0,15.35,240,0,0,15,0.0625,1,1,1,4,0,3,2,2
2024-01-23,Food Stall,Nasi Lemak,Breakfast,Sunny,2.5,9.18,187,0,0,17,0.0909,1,1,1,4,0,6,0,2
2024-01-23,Food Stall,Roti Canai,Breakfast,Cloudy,0.8,2.14,473,0,0,27,0.0571,1,1,1,4,0,7,0,0
2024-01-23,Food Stall,Roti Canai,Breakfast,Sunny,0.8,2.08,460,0,1,11,0.0239,1,1,1,4,0,7,0,2
2024-01-23,Food Stall,Tandoori Chicken,Dinner,Cloudy,7.0,30.76,30,0,0,3,0.1,1,1,1,4,0,8,1,0
